user_name,user_location,review_count,review_title,review_datetime,review_views,review_content,platform
hariharganaMouthShut Verified Member,,1 Review,Effective course,"Apr 13, 2024 11:02 PM",157 Views,Very well structured courseThe instructor Amitendra  Srivastava was knowledgelable and had an optimal sequence of introducing the topicsVery engagingInstructor was very receptive to questionsFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
pavanich206MouthShut Verified Member,India,1 Review,PS DS program- Programming refresher,"Apr 13, 2024 10:19 PM",157 Views,Completely satisfied with the way of training provided by Yatin sir. Hopefully expecting the same trainer for the upcoming courses. He is explaining very patiently from the ground level. thankyou so muchFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
cvskumar999MouthShut Verified Member,,1 Review,Teaching by Yatin and course content is excellent,"Apr 13, 2024 10:18 PM",160 Views,PG DS - Foundations: Programming Refresher. Course content is good but more than that teaching by Yatin Budhiraj is good. He makes it simple with relevant examples. Never felt learning as burden. We will practice further and enhance our skills.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
dunharriishsingh1MouthShut Verified Member,India,1 Review,Good,"Apr 13, 2024 09:44 PM",152 Views,Good and informative learnt new ways of visualizationFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
emceseanMouthShut Verified Member,,1 Review,PGC DS Core: Applied Data Science with Python,"Apr 13, 2024 09:37 PM",153 Views,"Arindam is an amazing and knowledgeable trainer, his learning methodologies are easy to understand.I wish him the very best in his career.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
shafiqrahman56MouthShut Verified Member,India,1 Review,PGC DS Core: Applied Data Science with Python Arin,"Apr 13, 2024 09:36 PM",134 Views,I found the teacher to be exceptionally knowledgeable. Their depth of understanding in the subject matter was evident in every lesson. They were able to answer all questions with clarity and provided insightful explanations that helped deepen my understanding. I truly appreciated the opportunity to learn from someone so experienced and knowledgeableFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
gdarvhankar20MouthShut Verified Member,India,1 Review,Good Choice,"Apr 13, 2024 09:34 PM",136 Views,Course is good.but i'm worried about placement.if we got placement after completing this course then this course is very good choice.Overall it's good.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
hiromirobertsonMouthShut Verified Member,India,1 Review,PGC DS Core: Applied Data Science with Python,"Apr 13, 2024 09:34 PM",147 Views,With Arindam DevIt is going great the materials and delivery style work for me. Learning a lot from him.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
panchaldipen87MouthShut Verified Member,India,1 Review,"IITK AI ML Essentials of Generative AI, Prompt","Apr 13, 2024 09:26 PM",146 Views,"Instructor Vaishali BajajFill Connected and Engaged during class, had a wonderful learning.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
porselvimaheshwarMouthShut Verified Member,India,1 Review,Feedback,"Apr 13, 2024 09:22 PM",142 Views,The session was interactive and engaging. enough examples were used to substantiate the problem statements and doubts were clarifiedFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
arathiv16MouthShut Verified Member,India,1 Review,Machine Learning in Simple in Simplearning,"Apr 13, 2024 09:14 PM",150 Views,Taking the data science in Python course under the guidance of Naveen Kumar who teaches the complex topics in a simple layman language with lot of industrial experience examples makes the learning very useful and understanding.The way Naveen teaches is really good. I strongly recommend without a second thought for people to take the course under his guidance for excelling in Data Science Machine Learning.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
rajangumber26587MouthShut Verified Member,India,1 Review,"As the name, they proved","Apr 13, 2024 09:04 PM",123 Views,I am very happy to join simplelearn and getting confident in all the fieldFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
gsachirajcaMouthShut Verified Member,,1 Review,Naveen Kumar: Making Data Science Click,"Apr 13, 2024 09:03 PM",128 Views,"During my training with Naveen sir, I was constantly impressed by his ability to break down even the most challenging data science concepts into understandable steps. He uses compelling analogies and real-world examples to illustrate theoretical concepts, making them relatable and easier to grasp.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
aypdmrMouthShut Verified Member,India,1 Review,GenAI,"Apr 13, 2024 08:54 PM",124 Views,He is taking class perfect. We can easily understand from his teaching.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
raghunb05MouthShut Verified Member,,1 Review,F/b for Professional Certificate Course on AI/ML,"Apr 13, 2024 07:36 PM",100 Views,"This course is hosted by Simplilearn with Guest Faculty although it is branded as IIT, Kanpur course. Faculty for this course was mostly Shubham Pandey.CONTENTCourse has typically 8 hours of online class per week.Online class is supported by Practice Lab(JupyterLab) for codingCourse is supported by PDF Presentation files per topicCourse is supported by Jupyter sources per topic.FEEDBACKCourse quality highly depends on trainer. Overall faculty(Shubham) was good.Course requires more time for covering theory and coding in live classes. Time currently devoted for the course is not enough for Machine Learning and Deep Learning topics.Course requires participants to spend 8-10 hours per week extra on top of the live classes. If you cannot spend this time please reconsider joining this course.Time management for the live classes needs improvement. Many topics which are part of the curriculum are skipped due to time constraints. Sometimes classes are cancelled without replacement classes being provided.Projects needs to be submitted at the end of each module. The guidance and feedback provided for projects is not systematically done.Quality of PDF presentation files is not so great.Course will be highly benefitted with placement opportunities.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
aswinbhagianathk,India,1 Review,TOGAF Training at Simplilearn Exceeded Expectation,"Apr 03, 2024 02:24 PM",339 Views,"I recently completed the TOGAF course at Simplilearn, and I must say, it exceeded my expectations. The instructor, Myra, demonstrated exceptional knowledge and teaching skills, making the complex concepts of TOGAF easily understandable. The learning support provided by Sahana was invaluable in ensuring I completed the course smoothly. From the well-structured course materials to the interactive quizzes, Simplilearn's TOGAF training is truly top-notch. I highly recommend it to anyone seeking a comprehensive understanding of TOGAF principles and application.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
crossword8MouthShut Verified Member,Pune India,3 Reviews,Excellent TOGAF Training : Thank You Myra Grace.,"Mar 31, 2024 01:18 PM",279 Views,"The Training session was Engaging, Structured with Examples.The Delivery style of the training was a plus, kept the participants on their toes.Very Practical on query responses. The Approach on running through - How to understand the content and going through in the initial sessions really helped.The Platform and content was clear and without disruptions. Kudos to the team.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
mayankpaliwal04MouthShut Verified Member,,1 Review,Excellent training and the trainer specially!!!,"Mar 31, 2024 01:10 PM",256 Views,"Thanks for the training sessions Myra, I loved your delivery style and content coverage by giving keywords and purpose for all the topics and ADM phases.After those 8 sessions, I am confident that I can hit the bullseyes and utilize all the knowledge I have attained in a short duration of time in my day-to-day work life.I can locate the content very easily because of the directions and tricks you provided during the sessions.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
subratprustyMouthShut Verified Member,,1 Review,Excellent Trainer,"Mar 24, 2024 04:48 PM",308 Views,Trainer is technically very good. His way of explaining topics is excellent.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
goutamsanyal1971,India,1 Review,Deep learning using keras and tensorflow,"Mar 23, 2024 11:41 PM",313 Views,Basic concept and Hands on  training session   in machine learning and deep learning given  by trainer is excellentFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
josykattukaranMouthShut Verified Member,India,1 Review,Knowledgeable and engaging trainer,"Mar 23, 2024 11:30 PM",292 Views,Knowledgeable and engaging trainer - good knowledge on  the topic and keeps the class interesting.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
dattesh03MouthShut Verified Member,India,1 Review,Tech Learning_Lean Concepts,"Mar 23, 2024 11:08 PM",287 Views,All good quality & effective learning platform  for technical upgradation with a very good.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
asrini2000,India,1 Review,Deep Learning with keras and tensorflow,"Mar 23, 2024 10:02 PM",282 Views,"Very much useful course, the trainer made it look simple. It adds value to your profile. the trainer answered questions with patienceFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
vkarnik265MouthShut Verified Member,India,1 Review,Bhargavi Depuru,"Mar 23, 2024 10:00 PM",283 Views,It is quite good and better to understand. We have cover almost part while resuming the session . All doubts are clear .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
